R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo
273,43.83341,18.3424,Lokalna cesta,28/06/2024,14:25:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2,,,,,,,,,
274,43.83341,18.34586,Lokalna cesta,16/07/2024,09:55:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,3,0,1,,,,,1,,,,
275,43.84163,18.34182,Lokalna cesta,07/08/2024,12:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
276,43.835122,18.328576,Lokalna cesta,07/08/2024,14:00:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
277,43.83557,18.33481,Lokalna cesta,08/08/2024,17:40:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
278,43.844142,18.341358,Lokalna cesta,15/08/2024,00:01:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
279,43.82891,18.34998,Lokalna cesta,23/08/2024,12:30:00,Vedro,Dan,Suh,0,0,3,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,3,0,1,,,,,,,,,
280,43.82705,18.3389,Lokalna cesta,24/09/2024,13:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,3,,,,,,,,,
281,43.82745,18.34884,Lokalna cesta,29/09/2024,14:40:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2,,,,,,,,,
282,43.83025,18.35653,Lokalna cesta,10/10/2024,13:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2,,,,,,,,,
283,43.83455,18.32855,Lokalna cesta,15/10/2024,17:20:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,1,,,,,
284,43.8453,18.34057,Lokalna cesta,20/10/2024,10:40:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2,,,,,,,,,
285,43.84461,18.34066,Lokalna cesta,06/11/2024,20:30:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
286,43.83069,18.35491,Lokalna cesta,14/11/2024,16:05:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
287,43.83541,18.33946,Lokalna cesta,23/12/2024,22:30:00,Sa snijegom,Noć,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
288,43.89916,18.3577,Magistralna cesta,02/10/2022,14:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
289,44.03406,18.45155,Magistralna cesta,24/12/2022,14:40:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Ruralno,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
290,43.8652,18.40403,Lokalna cesta,18/01/2023,12:25:00,Kiša,Dan,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,1,,,,,,,,
291,43.89818,18.32228,Magistralna cesta,19/01/2023,22:05:00,Oblačno,Noć,Mokar,0,0,2,Udar prednjim dijelom vozila,Ruralno,Jednosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
292,43.85465,18.41185,Lokalna cesta,10/03/2023,11:10:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,1,,,
293,43.89726,18.3681,Magistralna cesta,03/05/2023,16:20:00,Kiša,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
294,43.89726,18.3681,Lokalna cesta,22/05/2023,07:55:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
295,43.8547915,18.3848007,Lokalna cesta,10/09/2023,00:25:00,Vedro,Noć,Suh,0,0,2,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,,,,,,
296,43.85792,18.42884,Lokalna cesta,07/11/2023,12:00:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Jednosmjerna cesta,Krivina,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,2,0,1,1,,,,,,,,
297,43.88232,18.30304,Lokalna cesta,12/03/2024,07:45:00,Kiša,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
298,43.8523718782522,18.3391869850679,Lokalna cesta,28/03/2024,19:20:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
299,43.85332,18.38952,Lokalna cesta,15/04/2024,21:00:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
300,43.84926,18.36688,Lokalna cesta,17/04/2024,21:15:00,Vedro,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
301,43.8476,18.3564,Lokalna cesta,07/07/2024,01:40:00,Vedro,Noć,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
302,43.87912,18.37912,Lokalna cesta,20/08/2024,01:30:00,Kiša,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
303,43.8527,18.38639,Lokalna cesta,20/09/2024,15:05:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom preticanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,3,,,,,,,,,
304,43.92256,18.31092,Lokalna cesta,05/10/2024,19:00:00,Kiša,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
305,43.92269,18.31084,Lokalna cesta,06/10/2024,07:30:00,Kiša,Zora,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
306,43.87396,18.419261,Lokalna cesta,01/01/2024,21:50:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,2,,,,,,,,
307,43.851622,18.298177,Lokalna cesta,05/01/2024,14:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
308,43.848432,18.380042,Lokalna cesta,07/01/2024,20:45:00,Kiša,Noć,Mokar,0,1,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,2,,,,,,,,,
309,43.851361,18.401982,Lokalna cesta,09/01/2024,10:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
310,43.843076,18.278889,Lokalna cesta,13/01/2024,12:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
311,43.947341,18.266443,Lokalna cesta,15/01/2024,17:10:00,Kiša,Dan,Mokar,0,0,3,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,3,0,1,1,,,,,,,,
312,43.844464,18.340911,Lokalna cesta,16/01/2024,08:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,1,,,,,,,,
313,43.838942,18.342791,Lokalna cesta,18/01/2024,11:15:00,Vedro,Dan,Suh,0,0,3,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,3,0,1,1,,,,,,,,
314,43.881502,18.397795,Lokalna cesta,27/01/2024,,Vedro,Noć,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,1,,,,,,,,
315,43.85458,18.381954,Lokalna cesta,28/01/2024,12:45:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,,,,,,,,,
316,43.857315,18.418278,Lokalna cesta,30/01/2024,13:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
317,43.82947,18.207285,Lokalna cesta,07/02/2024,08:30:00,Vedro,Dan,Suh,0,0,3,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Pješački prelaz,Da,Da,0,0,3,0,1,1,,,,,,,,
318,43.852491,18.385438,Lokalna cesta,10/02/2024,21:25:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
319,43.859283,18.41477,Lokalna cesta,11/02/2024,18:10:00,Vedro,Sumrak,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
320,43.861597,18.413688,Lokalna cesta,21/02/2024,11:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Da,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
321,43.852567,18.378524,Lokalna cesta,28/02/2024,08:40:00,Vedro,Dan,Suh,0,0,4,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,4,0,1,1,,,,,,,,
322,43.856912,18.429286,Lokalna cesta,29/02/2024,11:51:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,1,1,,,,,,,,
323,43.84617,18.345698,Magistralna cesta,29/02/2024,23:05:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
324,43.825688,18.350527,Lokalna cesta,06/03/2024,16:05:00,Kiša,Dan,Mokar,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,1,1,,,,,,,,
325,43.858917,18.4212,Lokalna cesta,07/03/2024,17:25:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
326,43.848401,18.380028,Magistralna cesta,13/03/2024,12:40:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
327,43.852237,18.430762,Lokalna cesta,19/03/2024,07:40:00,Vedro,Dan,Suh,1,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,1,2,,,,,,,,,
328,43.858076,18.425833,Lokalna cesta,19/03/2024,14:20:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
329,43.856601,18.419955,Lokalna cesta,25/03/2024,14:15:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
330,43.864947,18.2162,Regionalna cesta,31/03/2024,21:50:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,3,,,,,,,,,
331,43.856977,18.429588,Lokalna cesta,06/04/2024,10:40:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
332,43.855457,18.420671,Lokalna cesta,10/04/2024,06:45:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,2,0,1,1,,,,,,,,
333,43.852,18.302529,Lokalna cesta,18/04/2024,11:45:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,2,0,1,1,,,,,,,,
334,43.833387,18.300176,Lokalna cesta,22/04/2024,13:50:00,Vedro,Dan,Suh,0,0,2,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,1,,,,,,
335,43.844517,18.33488,Lokalna cesta,29/04/2024,11:50:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,1,,,,,,,,
336,43.831976,18.306411,Lokalna cesta,29/04/2024,13:15:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
337,43.77056,18.2487953,Lokalna cesta,01/05/2024,16:30:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom preticanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
338,43.847392,18.314777,Lokalna cesta,06/05/2024,17:44:00,Vedro,Dan,Suh,1,0,3,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,3,1,1,1,,,,,,,,
339,43.833538,18.299776,Lokalna cesta,14/05/2024,17:50:00,Kiša,Dan,Mokar,0,0,3,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,3,0,2,1,,,,,,,,
340,43.858861,18.419753,Lokalna cesta,15/05/2024,12:45:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,1,,,,,,,,
341,43.868961,18.423638,Lokalna cesta,16/05/2024,17:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,,1,,1,,,,,,
342,43.87445,18.412187,Lokalna cesta,22/05/2024,14:00:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
343,43.868679,18.318768,Lokalna cesta,23/05/2024,20:00:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,1,,,,,,,,
344,43.858944,18.403265,Lokalna cesta,27/05/2024,19:50:00,Vedro,Noć,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,1,,,,,,,
345,43.838837,18.343005,Lokalna cesta,01/06/2024,10:20:00,Vedro,Dan,Suh,1,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Bez prelaza,Ne,Da,0,0,1,1,1,1,,,,,,,,
346,43.822596,18.196225,Lokalna cesta,02/06/2024,13:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
347,43.833291,18.306615,Lokalna cesta,06/06/2024,10:50:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
348,43.86738,18.399525,Lokalna cesta,06/06/2024,16:02:00,Vedro,Dan,Suh,0,0,2,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,1,,,1,,,,,,
349,43.843056,18.389165,Lokalna cesta,07/06/2024,15:20:00,Vedro,Dan,Suh,0,0,2,Pad bicikla na kolovoz,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,,,,1,,,,,,
350,43.838769,18.342976,Lokalna cesta,08/06/2024,09:30:00,Vedro,Dan,Suh,0,0,2,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,1,,,,1,,,,,
351,43.839285,18.258251,Magistralna cesta,10/06/2024,18:00:00,Vedro,Sumrak,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
352,43.838839,18.343051,Lokalna cesta,18/06/2024,06:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,,,,,1,,1,,,
353,43.839296,18.258306,Magistralna cesta,20/06/2024,10:07:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,4,,,,,,,,
354,43.87807,18.402232,Lokalna cesta,25/06/2024,11:38:00,Kiša,Dan,Mokar,0,0,2,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Da,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,2,0,1,,,,1,,,,,
355,43.857723,18.391461,Lokalna cesta,25/06/2024,07:13:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Kružni tok,Pješački prelaz,Da,Da,0,0,1,0,,,,,,,,1,,
356,43.834602,18.331188,Lokalna cesta,26/06/2024,15:50:00,Kiša,Dan,Mokar,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,,1,,,,,,,
357,43.830844,18.291934,Lokalna cesta,29/06/2024,14:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,1,,,,
358,43.870396,18.412117,Lokalna cesta,29/06/2024,14:45:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
359,43.853735,18.409955,Lokalna cesta,01/07/2024,17:35:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
360,43.855529,18.400962,Magistralna cesta,04/07/2024,13:15:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Jednosmjerna cesta,Pravac,Da,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,,1,,,,,,,
361,43.859217,18.423144,Lokalna cesta,09/07/2024,08:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,,1,,,,,1,,,
362,43.857162,18.391549,Lokalna cesta,17/07/2024,07:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
363,43.870687,18.418074,Lokalna cesta,17/07/2024,09:30:00,Vedro,Dan,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,1,,,,,,,,
364,43.829614,18.343324,Lokalna cesta,26/07/2024,,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,1,,,,,,,,
365,43.870532,18.415686,Lokalna cesta,28/07/2024,19:00:00,Vedro,Noć,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,2,,,,1,,,,,
366,43.858851,18.420268,Lokalna cesta,29/07/2024,22:55:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,1,1,,,,,,,,
367,43.799818,18.092555,Lokalna cesta,03/08/2024,00:45:00,Vedro,Noć,Suh,1,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,1,1,,,,,,,,,
368,43.7885551,18.1881716,Lokalna cesta,05/08/2024,14:00:00,Vedro,Dan,Suh,1,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Krivina,Da,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,1,1,,,,,,,,,
369,43.82904,18.33975,Lokalna cesta,09/08/2024,15:50:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i bicikla,Urbano,Dvosmjerna cesta,Pravac,Ne,T-raskrsnica,Bez prelaza,Da,Da,0,0,1,0,1,,,1,,,,,,
370,43.945727,18.266315,Lokalna cesta,24/08/2024,05:20:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Trokraka raskrsnica,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
371,43.853628,18.422814,Magistralna cesta,02/09/2024,19:50:00,Vedro,Noć,Suh,0,0,2,Udar u pješaka,Urbano,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,2,0,,1,,,1,,,,,
372,43.854688,18.389776,Lokalna cesta,09/09/2024,21:00:00,Kiša,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,1,1,,,,,,,,
